"subject","test","tBodyAcc-mean()-X","tGravityAcc-mean()-X","tBodyAccJerk-mean()-X","tBodyGyro-mean()-X","tBodyAcc-mean()-Y","tGravityAcc-mean()-Y","tBodyAccJerk-mean()-Y","tBodyGyro-mean()-Y","tBodyAcc-mean()-Z","tGravityAcc-mean()-Z","tBodyAccJerk-mean()-Z","tBodyGyro-mean()-Z","tBodyAcc-std()-X","tGravityAcc-std()-X","tBodyAccJerk-std()-X","tBodyGyro-std()-X","tBodyAcc-std()-Y","tGravityAcc-std()-Y","tBodyAccJerk-std()-Y","tBodyGyro-std()-Y","tBodyAcc-std()-Z","tGravityAcc-std()-Z","tBodyAccJerk-std()-Z","tBodyGyro-std()-Z","fBodyAcc-mean()-X","fBodyAccJerk-mean()-X","fBodyAcc-mean()-Y","fBodyAccJerk-mean()-Y","fBodyAcc-mean()-Z","fBodyAccJerk-mean()-Z","fBodyAcc-std()-X","fBodyAccJerk-std()-X","fBodyAcc-std()-Y","fBodyAccJerk-std()-Y","fBodyAcc-std()-Z","fBodyAccJerk-std()-Z","mAvg"
2,"STANDING",0.002101352,-0.0009575872,0.0001885257,-0.0002170797,-0.001888962,0.002263557,-0.002845911,-0.005134228,0.001074201,0.006891767,-0.0006795446,0.002876512,0.01297638,0.00759745,0.00646243,-0.002430551,0.005198849,-0.009908416,0.005762229,-0.005146781,0.0007994459,-0.003044582,0.002954729,0.002929899,0.9915353,0.9887203,-0.2963036,-0.3007749,0.116943,0.1206649,-0.001731485,0.0005645667,0.007916778,-0.001528787,0.001873008,-0.002796082,-7.76689444444444e-05
2,"STANDING",0.001681334,0.001353043,0.002265714,-0.0003177634,-0.001619835,-0.00769494,0.00357729,-0.00562945,0.004509029,0.005581486,0.002962112,0.007375561,-0.004646544,-0.01215955,-0.001865556,0.004678999,-0.004365278,-0.005820904,0.0002872794,-0.000289381,0.006362169,0.004164652,-0.002587074,0.003057194,0.990453,0.9939741,-0.2961564,-0.2978512,0.125126,0.1310474,0.001119011,0.001408305,0.001893711,-0.007481005,-0.001310938,-0.001022597,-2.84054722222222e-05
2,"STANDING",-0.001693136,-0.0006013818,0.0002698399,-0.003180201,-0.005612177,3.85383e-05,-0.003847346,-0.007390264,0.002531543,-0.004112144,-0.0001023776,0.001189169,-0.004280625,0.005640766,0.001411388,0.001336844,-0.003026063,-0.00823988,0.0006047809,0.001401044,0.008678569,0.003077386,0.003330761,0.008252738,0.9875647,0.9897555,-0.2956722,-0.2975313,0.126649,0.1197858,0.001056946,0.0005998359,0.0007930764,-0.002763341,0.005428309,-0.004294918,-0.000119303277777778
2,"STANDING",-0.001982079,7.004248e-05,-0.002536643,0.0007512499,-0.007453409,-0.008181272,0.003830081,0.004182202,-0.004306069,-0.0008835368,-0.003453821,0.005067597,0.003918435,0.004628511,-0.01969764,0.00527944,-0.005591677,-0.005606406,-0.03262955,0.01179582,0.003254213,0.007939886,0.0292456,-0.01218577,0.9876415,0.9861965,-0.3031203,-0.3081577,0.1195563,0.1214402,0.001488011,-0.004519008,-0.002540448,-0.001942482,-0.00945394,-0.002009473,-5.58186944444444e-05
2,"STANDING",-0.001070584,-0.002166,0.003642678,0.001714828,0.007102066,0.004497245,0.01061356,-0.02099134,-0.0004204857,0.004309163,0.01020048,0.004810451,0.001988041,-0.005399168,0.004739951,0.006735595,0.003935309,0.02265544,-0.004465681,0.004640062,0.005360527,-0.0206587,-0.004054656,-0.01142915,0.9879834,0.9907184,-0.3080213,-0.3063766,0.1202125,0.1269802,0.01065522,-0.001575581,0.06948979,-0.006554885,0.0363242,-0.0009745706,-2.70714055555556e-05
2,"STANDING",0.003203217,0.0005845594,0.006816821,0.005327982,0.0695878,-0.01121336,-0.02071042,-0.0006307888,0.01089248,0.008790484,-0.003988161,-0.006376234,-0.005147996,-0.006050822,0.0002845835,-0.3993481,0.01343362,-0.003423563,-0.01141757,0.1354772,-0.01432277,-0.006210155,-0.006611117,-0.04906899,0.9892439,0.9895528,-0.3015136,-0.2950244,0.1309265,0.125387,0.002213704,-0.002040624,0.004261788,0.00546354,0.00728008,0.0002526201,7.017225e-06
2,"STANDING",0.05480713,0.009967987,-0.006641813,0.002359648,-0.04146871,-0.009296605,0.01106653,0.009532706,0.08785317,0.005069603,-0.02641445,-0.007773693,-0.003642291,0.05188294,0.01320879,0.02932982,-0.03938009,-0.04041805,-0.002904336,0.01213916,-0.08226799,-0.04743164,-0.05683098,-0.02385609,0.9576247,0.9616598,-0.4057552,-0.409828,0.05384999,0.03112166,0.0006420409,-1.814893e-05,0.001413316,0.002375146,-0.008197008,-0.001507381,-4.18716944444444e-05
2,"STANDING",-0.006150843,-0.01142244,4.391652e-05,0.004532745,0.002780878,0.01550762,0.0103955,-0.001920278,-0.03029566,-0.0247719,0.0100197,0.01952324,0.04099742,0.01878178,0.01023411,0.01061264,-0.0347567,-0.01588447,0.004427634,-0.01802159,-0.03382685,-0.02514193,-0.01900346,-0.002972045,0.9628812,0.963937,-0.4274253,-0.4059814,0.02466702,0.03746077,0.002046545,-0.0004623519,-0.001554977,0.001935369,-0.005764265,0.003912585,0.000108682916666667
2,"STANDING",-0.004976439,0.004955115,0.0084402,0.0002904105,0.01073129,0.00939069,-0.01499764,-0.02424866,-0.002692694,0.0127788,0.0137097,0.001879854,0.03128478,0.02130634,-0.00959808,0.001836602,-0.001740174,-0.0108302,-0.00089179,-0.01709293,-0.006207986,-0.01560627,0.001449923,0.02900506,0.9590408,0.9658207,-0.4077661,-0.3942378,0.02957957,0.04798977,-0.001247456,0.001813634,-0.00479389,-0.001367239,0.01411927,-0.0006708396,-1.86344333333333e-05
2,"STANDING",0.006662041,0.0001226502,-0.0003019724,-0.009256199,1.194517e-06,-0.005404867,-0.02702359,-0.004491684,0.01589982,0.007974176,-0.002528247,0.01135561,0.007569677,-0.0159881,0.07842039,-0.1447375,0.010477,-0.001903699,-0.006463649,-0.003966167,-0.004334774,0.003839711,0.04504799,-0.07056123,0.9670527,0.970978,-0.3977348,-0.4151427,0.0461074,0.03494226,-0.001320564,-0.002922682,-0.001448355,0.001604824,-0.004466297,-0.002159684,-5.99912222222222e-05
2,"STANDING",0.001190267,0.007359843,-0.0153505,-0.002480127,-0.01676336,-0.005347942,-0.0126818,0.01961867,-0.001444366,0.007683557,-0.02877767,-0.03137182,0.008079968,0.0306822,-0.003127911,0.02907226,-0.0186568,0.02408403,-0.04232825,-0.01144275,0.01646154,0.0334652,0.02997933,-0.001334004,0.9661157,0.954746,-0.3981371,-0.4295401,0.04182301,0.02296825,-0.00119195,0.003312296,-0.001425207,0.0002059159,-0.001572948,0.004871063,0.000135307305555556
2,"STANDING",-0.02105797,-0.007449103,-0.00106827,-0.004940614,-0.01501414,0.01181999,-0.0132889,0.01745335,-0.02584927,-0.01937023,0.001050603,0.04611572,-0.04133438,0.01606498,0.003169635,0.007749894,0.01710554,-0.02095537,-0.05050199,-0.07883927,0.006324361,0.02086661,0.1821225,-0.008096666,0.9436558,0.9450947,-0.4184999,-0.4361249,0.01790424,0.01780841,-8.266071e-05,-9.315567e-05,-0.0002621595,0.00173433,-0.002750778,0.004294977,0.000119304916666667
2,"STANDING",-0.008023345,-0.009792319,0.007663422,0.004881219,0.007894089,0.01756007,0.003809847,0.002175282,-0.01454503,0.02025902,-0.0008965832,0.03209181,0.01770593,-0.007632112,0.06703381,-0.007630754,0.04968521,0.1003365,0.2062278,0.03126114,-0.03798127,-0.08076093,-0.3690171,0.01372039,0.946919,0.9618718,-0.4417784,-0.4200143,0.01802883,0.0289786,0.0006936294,-0.002771913,-0.005493438,-0.00159221,-3.396355e-05,0.001601658,4.44905e-05
2,"STANDING",0.01756484,0.002362205,-0.003364753,-0.001055232,-0.003600266,-0.008075084,-0.007754684,-0.01176797,0.01203518,0.007333387,-0.0197549,-0.006196222,0.03843375,0.03734896,-0.01251661,0.03028774,0.0453736,-0.07137446,-0.03170344,-0.05981827,-0.155203,0.06601355,0.04337296,0.0103005,0.9727312,0.9650251,-0.4251448,-0.4006416,0.03730013,0.06192077,-0.0002480551,0.0001760952,-0.004285607,-0.0005221599,-0.001124989,-0.007119991,-0.000197777527777778
2,"STANDING",-0.0139587,4.1076e-05,-0.00535004,0.0005837945,0.006449113,-0.003286966,-0.003929982,-0.009141774,-0.007285083,-0.008564899,0.004057853,-0.006778867,0.006414247,0.01778421,0.004538003,0.02361558,-0.03895591,-0.0004728711,-0.01887093,-0.05325635,-0.04081053,-0.0007706926,0.03841355,0.03224106,0.9460064,0.9606723,-0.4131782,-0.400993,0.05921355,0.06686777,0.001105732,-0.0008821779,-0.002592266,0.01028442,-0.001750095,0.005758605,0.00015996125
2,"STANDING",0.005283325,-0.0002000043,-0.001265624,-0.004074403,0.001318924,-0.01444124,-0.003993766,0.001330437,-0.01020238,-0.01209796,-0.01129181,-0.01741421,-0.03500107,-0.01938448,0.002096394,0.0007075542,0.04275154,-0.03231928,-0.002797638,0.005435618,-0.004689989,0.01602129,0.02179732,0.01566408,0.9702966,0.9627207,-0.3859783,-0.4005883,0.06773836,0.0563793,0.001986029,0.001963992,0.0030632,0.003036875,6.211959e-05,-0.003160629,-8.779525e-05
2,"STANDING",0.0009179759,0.001013219,-0.00294787,0.001466089,-0.007660402,0.005194453,0.01830343,0.0002215915,-0.01260726,-0.0168022,0.002397298,0.003290862,0.01611615,0.01294069,0.0202199,0.0104821,0.01431098,-0.0116569,0.01981811,0.02526159,0.03768504,0.001931141,-0.02331882,-0.01646546,0.9644952,0.9598598,-0.3909074,-0.407055,0.05579658,0.05548406,0.001260208,-0.001049326,-0.000607666,-0.008319196,0.004182615,-0.002011602,-5.58778333333333e-05
2,"STANDING",-0.0002071833,0.005281814,0.00455394,0.001228876,0.009287666,-0.00208997,-0.005639515,0.001903885,-0.01030756,0.008399623,0.00986812,-0.004402329,-0.008007224,-0.001795742,0.01366287,-0.005366921,-0.01136622,0.01442796,-0.004190029,0.01329562,0.002295877,-0.01220423,0.007950282,-0.002692109,0.9628108,0.9667442,-0.4062863,-0.3927677,0.04830297,0.06157733,-0.08544769,-0.004097162,0.3860896,-0.002995872,0.2844555,-0.02774648,-0.000770735555555556
2,"STANDING",-0.001164974,-0.001223786,-0.001483943,0.00451171,-0.006909889,-0.004649805,0.01505809,0.007390731,0.00843065,-0.001876759,-0.004582428,-0.0009335909,0.01373432,0.007436087,-0.01235051,-0.01394504,0.003808591,-0.004337979,-0.006314663,0.002684499,0.000505561,0.005901528,0.0001302748,-0.0190383,0.9602366,0.9625781,-0.3971028,-0.4027271,0.05763551,0.05298076,-0.01201113,0.005225012,0.03871077,-0.0196887,-0.009547492,-0.003087646,-8.57679444444444e-05
2,"STANDING",-0.005066028,0.002325703,0.004663852,0.006975492,0.00486347,0.01410237,-0.003497036,0.003717693,-0.006372797,0.0005961028,0.008371183,0.00514687,0.009048084,0.002986574,-0.009030995,0.0106201,-0.007827368,-0.004146486,-0.000309226,-0.002448147,-0.00067821,-0.005163237,-0.01510403,0.0131211,0.95853,0.9660996,-0.4068883,-0.3927156,0.05055338,0.05828634,0.005501152,-0.00294451,-0.02312667,0.01068811,-0.01172111,0.00669052,0.000185847777777778
2,"STANDING",-0.0001190856,0.003903154,-8.953239e-05,-0.002446666,0.09552877,-0.007775649,-0.02328889,-0.001868926,-0.004502815,0.01314743,-0.004082383,-0.004288569,-0.0001872997,-0.002043797,0.0001394099,-0.07340687,0.01153279,0.003165626,0.006940952,0.052229,-0.01022257,0.001157375,0.01015864,-0.01024715,0.9623816,0.9626837,-0.3982697,-0.3928598,0.05035268,0.0537121,-0.001289445,-0.03791313,0.01031712,0.01566904,0.004641537,-0.03071628,-0.00085323
2,"SITTING",-0.001773176,0.0001348152,0.0005988207,-0.0003137198,-0.01186132,-0.01256536,0.001837202,0.006071507,-0.01057306,-0.02856035,-0.01672398,0.002376112,-0.08857819,-0.01197936,-0.02273519,-0.005937771,-0.1235219,-0.002546638,0.01477131,0.005743614,0.07296965,0.06756918,0.009347002,0.006839522,1.002248,1.012756,-0.07360996,-0.110936,0.1321185,0.1529883,0.0005359608,-0.1155426,0.005732038,0.174004,0.002976889,0.1236734,0.00343537222222222
2,"SITTING",0.001967866,-0.001374962,0.0007032696,-0.003629429,0.002084729,0.002272023,-0.0006999738,0.004163939,-0.01090379,0.0003007193,0.005445925,0.001807178,-0.03092114,-0.01342234,-0.00365953,0.001817242,0.002176778,0.007969286,0.0004067787,0.007903216,0.03431145,0.01408451,0.01803284,0.01054719,1.01112,1.012265,-0.1004064,-0.1076369,0.1645747,0.1530416,-0.1270997,-0.01365383,0.1095173,0.04283007,0.1547436,-0.01190108,-0.000330585555555556
2,"SITTING",-0.004388547,0.002091018,-0.0013838,0.002603781,0.003524488,0.001497151,0.01043241,0.007679183,-0.002642006,0.002182179,-0.003319396,-0.001447107,-0.005204336,-0.0001114082,0.008679837,0.002943159,0.006783681,0.003605749,0.006004901,0.01287024,0.02213818,0.01326808,0.0003567948,-0.03091441,1.009935,1.010608,-0.1055412,-0.1078496,0.150232,0.1546471,-0.02962677,0.01374084,0.07949941,-0.01607155,0.009777857,-0.01405884,-0.000390523333333333
2,"SITTING",0.0004272219,-0.0003743232,-0.002413626,0.0005927047,-0.0030067,0.001044489,0.001684735,-0.005521995,0.004525833,0.0006423056,0.01034167,0.004897786,0.0004600201,0.006031866,0.006757681,0.01304542,0.003078866,-0.0001024145,-0.002531537,-0.02134794,0.007148609,-0.002300067,-0.01080722,0.002598256,1.013054,1.010913,-0.1057426,-0.09641701,0.1582824,0.1674301,0.02273598,-0.005889701,-0.01532383,0.001623073,-0.02351926,0.006041933,0.000167831472222222
2,"SITTING",0.001680698,0.0007422148,-0.001106113,0.004996946,0.002658785,0.006726952,-0.002996399,-0.01750339,-0.002513469,0.006620084,-0.005629229,-0.005420432,0.0006647488,0.01021169,0.0007487582,-0.002745822,0.02942161,-0.01077626,-0.002674533,-0.002404905,-0.03824394,0.001240115,-0.005673427,0.02716112,1.014798,1.012925,-0.1100988,-0.09349368,0.1522956,0.1573983,-0.004923514,-0.002334671,-0.0001240548,0.0007780631,0.00948851,0.0008706405,2.41844583333333e-05
2,"SITTING",-0.002922505,-0.0005314607,-0.001863744,0.002065834,-0.006614875,-0.0140032,0.003497288,-0.004381133,-0.001936476,-0.00444105,0.003819966,-0.002559566,-0.002503957,0.01288603,0.001331186,0.007699162,0.00905139,0.008871373,-0.02180763,0.0104049,-0.004823658,-0.01628517,0.01645374,-0.009731339,1.010677,1.009863,-0.09669336,-0.09914876,0.1577528,0.1643468,-0.0006309446,-0.003624674,-0.0004482425,0.001945482,-0.007601987,-0.0008962295,-2.48952638888889e-05
2,"SITTING",0.001817151,-0.002658345,0.003530509,-0.001064388,-0.004013756,0.009037966,0.002134012,-0.001513851,-0.01114396,-0.004858191,0.008347284,-0.001860374,0.01191517,0.008313652,0.004771294,-0.002810627,0.02347394,0.005925951,-0.0001529096,0.00519466,0.0004456943,0.01854571,0.00125627,-0.001088747,1.01514,1.011464,-0.09991821,-0.09927941,0.1479928,0.1647692,0.001909304,0.00568397,-9.601e-06,0.001672712,-0.003173822,-0.0003158732,-8.77425555555556e-06
2,"SITTING",-0.0004066691,-0.00863161,0.0004675264,-0.0001977441,0.003586339,0.003647041,-0.000714877,0.006948442,-0.001905184,0.002947758,0.007873204,0.005425772,0.001809061,-0.01022843,-0.004144932,-0.0006089961,0.01814378,-0.005599694,-0.003716754,-0.01395491,-0.02466277,0.01128499,0.006707172,0.00200589,1.013297,1.013852,-0.1015761,-0.100727,0.155466,0.1675327,-0.01651235,-0.003471062,-0.03789704,0.03330387,-0.02164668,0.005594921,0.000155414472222222
2,"SITTING",2.274987e-05,0.001739727,0.000126452,-0.0004758794,0.003942636,0.002579651,-0.003437433,-0.003766513,0.005109615,0.00297904,0.00410038,-0.002829223,0.001358815,-0.003709801,0.001448151,-0.005938478,0.01398549,-0.002570206,-0.009448279,0.004091384,-0.009466126,0.003278444,0.003408215,-0.009827791,1.012933,1.011775,-0.09857599,-0.1020384,0.1637577,0.1715881,-0.01046842,-0.00309015,0.03632464,0.001228858,-0.004212549,-0.003409083,-9.469675e-05
2,"SITTING",-0.0008996485,0.0008274424,-0.002328469,0.00366928,-0.000857708,-0.001696917,-0.001396615,-0.001825077,-0.0004630208,-0.005455349,0.01208992,0.0002186233,-0.001046572,0.009766702,-0.01147356,0.005400084,-0.007226801,0.01038259,-0.0005490491,-0.008686697,0.005434787,0.01263187,-0.01057193,0.002983051,1.011232,1.011392,-0.09732869,-0.1033092,0.1629937,0.1695269,0.001655343,-0.003186011,0.005413107,-0.005223384,-0.005315764,0.002510972,6.97492222222222e-05
2,"SITTING",-6.02206e-05,-0.002171873,0.00155291,-0.003418622,-0.005344006,-0.003037744,-0.001784471,0.001366359,0.007256967,-0.004473144,-0.0005521674,-0.004570396,-0.002198514,0.001265667,-0.003566987,-0.01114622,-0.001747867,-0.01064585,-0.01246587,0.0002897441,-0.0005607659,0.00590939,0.002610946,-0.005766052,1.012817,1.013653,-0.1016676,-0.09934895,0.170329,0.1660794,0.006326927,-0.005234291,-0.005606991,0.000419274,0.001104061,0.004028564,0.000111904555555556
2,"SITTING",-6.544208e-05,-0.003974543,-0.00487834,-0.001144755,0.003238098,0.006337833,-0.003147928,-0.01028512,0.002605218,-2.469407e-05,0.007187294,0.001061555,0.0004597365,0.01522979,-0.03292435,-0.005142469,-0.0141801,0.005271381,0.009176668,-0.01213269,0.003937372,0.01073466,-0.01478521,0.02129081,1.012253,1.009684,-0.1051282,-0.1015213,0.1675089,0.1721928,-0.0002100115,-0.002283905,-0.00190707,0.008359449,-0.01413995,-0.001988019,-5.522275e-05
2,"SITTING",0.001959735,-0.0009804842,0.007414048,0.002578836,-0.0695238,0.02760244,0.03307323,0.008921699,0.007560401,0.004209145,-0.008253935,0.0002382963,-0.000672449,-0.002039978,0.006355966,-0.004470709,-0.0008372733,-0.01309547,-0.008492626,0.03209653,0.0139849,0.01272292,0.006059853,-0.02182056,1.014593,1.020761,-0.09745317,-0.1019642,0.1706912,0.1596737,0.004321814,0.003623343,0.006467865,-0.009379432,-0.0002217507,0.0007096193,1.97116472222222e-05
2,"SITTING",0.02748742,-0.003654496,-0.01972101,0.000379889,0.02461034,0.008513277,-0.01613895,-0.006617685,-0.1077639,-0.04129676,0.01110686,0.00748906,-0.2653424,-0.2819779,-0.1684682,-0.1287543,0.01196155,0.05578464,0.1041713,0.01461371,-0.3685309,-0.2233617,-0.1919857,-0.08139995,1.010407,1.009385,-0.1087641,-0.1170384,0.04580977,0.04938331,0.0003110972,-0.0007925521,-0.005145965,-0.001867478,0.003677069,-0.0007198616,-1.99961555555556e-05
2,"SITTING",-0.001891134,-0.0012374,0.0006723358,-0.002324516,-0.0007874595,-0.01418706,-0.00494989,0.003209684,-0.01489984,0.01754308,-0.008140896,-0.007300558,-0.2183575,-0.1568006,-0.09074149,-0.03891234,0.1267155,0.02392626,0.01877804,0.01478164,-0.2524085,-0.1163396,-0.05766208,-0.03884073,1.031141,1.020267,-0.1267759,-0.1223093,0.02772531,0.03477011,0.0006405346,-0.0007337383,-0.004075008,0.003980494,-0.004354557,-0.002963955,-8.23320833333333e-05
2,"SITTING",-0.003340991,0.001020916,-0.0007663251,-0.001618479,-0.00944244,0.002958182,0.004076119,0.01126724,0.002048765,-0.003131609,-0.01025865,-0.004828728,-0.1152285,-0.06310868,-0.0258098,-0.001265323,0.02023992,0.01342029,-0.01027899,-0.007256888,-0.08176288,-0.04408401,0.004405464,0.01072714,1.019769,1.02216,-0.1164208,-0.1247902,0.0419709,0.03810896,-0.001670991,-0.0001332081,0.003708157,-0.006024679,0.004806887,-0.003088931,-8.58036388888889e-05
2,"SITTING",0.002124754,-0.003075029,0.001054335,0.01186552,-0.002872768,0.002682495,0.02754246,-0.003490855,-0.007549207,-0.01923652,0.004928262,0.010833,-0.03279263,-0.005362782,0.006732297,0.02491142,-0.003130118,0.01151197,-0.007218097,0.0005810204,-0.01988903,-0.003993005,0.01440995,-0.01922317,1.025177,1.024982,-0.126588,-0.1203749,0.03942155,0.04280214,-0.001229858,-0.004625785,0.0003964891,-0.000254203,-0.007040822,0.001883862,5.23295e-05
2,"SITTING",0.006751119,0.0003873596,0.008623657,0.004378271,0.01544012,-0.002851732,-0.002894524,-0.01274022,-0.001536209,0.004263427,0.01672041,-0.01279616,0.001514404,0.01543198,0.02627195,0.008421604,0.002417411,0.0008057665,-0.056874,0.02716674,0.007008201,0.004275733,0.03040717,-0.006227236,1.030706,1.032296,-0.1279666,-0.09336729,0.03631199,0.05434457,1.324956e-05,-0.002149347,-0.005347639,0.005915363,0.003053723,-0.00679297,-0.000188693611111111
2,"SITTING",0.00212832,-0.003824656,0.004600781,0.004332197,-0.002815944,-0.0009463498,-0.01995067,-0.01357279,-0.009884093,-0.01373682,-0.0007131269,-0.002938073,-0.0349055,0.02238327,0.00954933,0.004987653,0.07874567,0.01765793,0.009422899,-0.003220182,0.001221524,0.03661294,-0.003766305,0.05043571,1.025874,1.02346,-0.108835,-0.115517,0.02363708,0.03045767,-0.005331025,0.0001757246,0.005798613,-0.009883772,0.006599291,-0.002773831,-7.70508611111111e-05
2,"SITTING",-0.008684419,0.001901193,-0.004580404,-0.005396423,-0.02031518,-0.02644573,-0.007611948,0.004279398,-0.0003220293,-0.006974663,-0.0004009918,0.005315797,0.02611772,0.006029034,0.003603113,-0.0004989336,0.03675166,-0.01966801,-0.006508808,0.0109507,-0.03061312,0.0257745,0.01705032,-0.0002413638,1.015305,1.020593,-0.1213925,-0.1366594,0.03371561,0.03116277,0.001516273,-0.002216004,-0.004986126,0.002843001,0.002856355,0.00447419,0.000124283055555556
